sample,fastq_1,fastq_2,strandedness
SRR22259140,fastq/SRR22259140_1.fastq.gz,fastq/SRR22259140_2.fastq.gz,auto
SRR22259141,fastq/SRR22259141_1.fastq.gz,fastq/SRR22259141_2.fastq.gz,auto
SRR22259142,fastq/SRR22259142_1.fastq.gz,fastq/SRR22259142_2.fastq.gz,auto
SRR22259143,fastq/SRR22259143_1.fastq.gz,fastq/SRR22259143_2.fastq.gz,auto
SRR22259144,fastq/SRR22259144_1.fastq.gz,fastq/SRR22259144_2.fastq.gz,auto
SRR22259145,fastq/SRR22259145_1.fastq.gz,fastq/SRR22259145_2.fastq.gz,auto
SRR22259146,fastq/SRR22259146_1.fastq.gz,fastq/SRR22259146_2.fastq.gz,auto
SRR22259147,fastq/SRR22259147_1.fastq.gz,fastq/SRR22259147_2.fastq.gz,auto
SRR22259148,fastq/SRR22259148_1.fastq.gz,fastq/SRR22259148_2.fastq.gz,auto
SRR22259149,fastq/SRR22259149_1.fastq.gz,fastq/SRR22259149_2.fastq.gz,auto
SRR22259150,fastq/SRR22259150_1.fastq.gz,fastq/SRR22259150_2.fastq.gz,auto
SRR22259151,fastq/SRR22259151_1.fastq.gz,fastq/SRR22259151_2.fastq.gz,auto
SRR22259152,fastq/SRR22259152_1.fastq.gz,fastq/SRR22259152_2.fastq.gz,auto
SRR22259153,fastq/SRR22259153_1.fastq.gz,fastq/SRR22259153_2.fastq.gz,auto
SRR22259154,fastq/SRR22259154_1.fastq.gz,fastq/SRR22259154_2.fastq.gz,auto
SRR22259155,fastq/SRR22259155_1.fastq.gz,fastq/SRR22259155_2.fastq.gz,auto
SRR22259156,fastq/SRR22259156_1.fastq.gz,fastq/SRR22259156_2.fastq.gz,auto
SRR22259157,fastq/SRR22259157_1.fastq.gz,fastq/SRR22259157_2.fastq.gz,auto
SRR22259158,fastq/SRR22259158_1.fastq.gz,fastq/SRR22259158_2.fastq.gz,auto
SRR22259159,fastq/SRR22259159_1.fastq.gz,fastq/SRR22259159_2.fastq.gz,auto
SRR22259160,fastq/SRR22259160_1.fastq.gz,fastq/SRR22259160_2.fastq.gz,auto
SRR22259161,fastq/SRR22259161_1.fastq.gz,fastq/SRR22259161_2.fastq.gz,auto
SRR22259162,fastq/SRR22259162_1.fastq.gz,fastq/SRR22259162_2.fastq.gz,auto
SRR22259163,fastq/SRR22259163_1.fastq.gz,fastq/SRR22259163_2.fastq.gz,auto
SRR22259164,fastq/SRR22259164_1.fastq.gz,fastq/SRR22259164_2.fastq.gz,auto
SRR22259165,fastq/SRR22259165_1.fastq.gz,fastq/SRR22259165_2.fastq.gz,auto
SRR22259166,fastq/SRR22259166_1.fastq.gz,fastq/SRR22259166_2.fastq.gz,auto
SRR22259167,fastq/SRR22259167_1.fastq.gz,fastq/SRR22259167_2.fastq.gz,auto
SRR22259168,fastq/SRR22259168_1.fastq.gz,fastq/SRR22259168_2.fastq.gz,auto
SRR22259169,fastq/SRR22259169_1.fastq.gz,fastq/SRR22259169_2.fastq.gz,auto
SRR22259170,fastq/SRR22259170_1.fastq.gz,fastq/SRR22259170_2.fastq.gz,auto
SRR22259171,fastq/SRR22259171_1.fastq.gz,fastq/SRR22259171_2.fastq.gz,auto
SRR22259172,fastq/SRR22259172_1.fastq.gz,fastq/SRR22259172_2.fastq.gz,auto
SRR22259173,fastq/SRR22259173_1.fastq.gz,fastq/SRR22259173_2.fastq.gz,auto
SRR22259174,fastq/SRR22259174_1.fastq.gz,fastq/SRR22259174_2.fastq.gz,auto
SRR22259175,fastq/SRR22259175_1.fastq.gz,fastq/SRR22259175_2.fastq.gz,auto
SRR22259176,fastq/SRR22259176_1.fastq.gz,fastq/SRR22259176_2.fastq.gz,auto
SRR22259177,fastq/SRR22259177_1.fastq.gz,fastq/SRR22259177_2.fastq.gz,auto
SRR22259178,fastq/SRR22259178_1.fastq.gz,fastq/SRR22259178_2.fastq.gz,auto
SRR22259179,fastq/SRR22259179_1.fastq.gz,fastq/SRR22259179_2.fastq.gz,auto
SRR22259180,fastq/SRR22259180_1.fastq.gz,fastq/SRR22259180_2.fastq.gz,auto
SRR22259181,fastq/SRR22259181_1.fastq.gz,fastq/SRR22259181_2.fastq.gz,auto
SRR22259182,fastq/SRR22259182_1.fastq.gz,fastq/SRR22259182_2.fastq.gz,auto
SRR22259183,fastq/SRR22259183_1.fastq.gz,fastq/SRR22259183_2.fastq.gz,auto
SRR22259184,fastq/SRR22259184_1.fastq.gz,fastq/SRR22259184_2.fastq.gz,auto
SRR22259185,fastq/SRR22259185_1.fastq.gz,fastq/SRR22259185_2.fastq.gz,auto
SRR22259186,fastq/SRR22259186_1.fastq.gz,fastq/SRR22259186_2.fastq.gz,auto
SRR22259187,fastq/SRR22259187_1.fastq.gz,fastq/SRR22259187_2.fastq.gz,auto
SRR22259188,fastq/SRR22259188_1.fastq.gz,fastq/SRR22259188_2.fastq.gz,auto
SRR22259189,fastq/SRR22259189_1.fastq.gz,fastq/SRR22259189_2.fastq.gz,auto
SRR22259190,fastq/SRR22259190_1.fastq.gz,fastq/SRR22259190_2.fastq.gz,auto
SRR22259191,fastq/SRR22259191_1.fastq.gz,fastq/SRR22259191_2.fastq.gz,auto
SRR22259192,fastq/SRR22259192_1.fastq.gz,fastq/SRR22259192_2.fastq.gz,auto
SRR22259193,fastq/SRR22259193_1.fastq.gz,fastq/SRR22259193_2.fastq.gz,auto
SRR22259194,fastq/SRR22259194_1.fastq.gz,fastq/SRR22259194_2.fastq.gz,auto
SRR22259195,fastq/SRR22259195_1.fastq.gz,fastq/SRR22259195_2.fastq.gz,auto
SRR22259196,fastq/SRR22259196_1.fastq.gz,fastq/SRR22259196_2.fastq.gz,auto
SRR22259197,fastq/SRR22259197_1.fastq.gz,fastq/SRR22259197_2.fastq.gz,auto
SRR22259198,fastq/SRR22259198_1.fastq.gz,fastq/SRR22259198_2.fastq.gz,auto
SRR22259199,fastq/SRR22259199_1.fastq.gz,fastq/SRR22259199_2.fastq.gz,auto
SRR22259200,fastq/SRR22259200_1.fastq.gz,fastq/SRR22259200_2.fastq.gz,auto
SRR22259201,fastq/SRR22259201_1.fastq.gz,fastq/SRR22259201_2.fastq.gz,auto
SRR22259202,fastq/SRR22259202_1.fastq.gz,fastq/SRR22259202_2.fastq.gz,auto
SRR22259203,fastq/SRR22259203_1.fastq.gz,fastq/SRR22259203_2.fastq.gz,auto
SRR22259204,fastq/SRR22259204_1.fastq.gz,fastq/SRR22259204_2.fastq.gz,auto
SRR22259205,fastq/SRR22259205_1.fastq.gz,fastq/SRR22259205_2.fastq.gz,auto
SRR22259206,fastq/SRR22259206_1.fastq.gz,fastq/SRR22259206_2.fastq.gz,auto
SRR22259207,fastq/SRR22259207_1.fastq.gz,fastq/SRR22259207_2.fastq.gz,auto
SRR22259208,fastq/SRR22259208_1.fastq.gz,fastq/SRR22259208_2.fastq.gz,auto
SRR22259209,fastq/SRR22259209_1.fastq.gz,fastq/SRR22259209_2.fastq.gz,auto
SRR22259210,fastq/SRR22259210_1.fastq.gz,fastq/SRR22259210_2.fastq.gz,auto
SRR22259211,fastq/SRR22259211_1.fastq.gz,fastq/SRR22259211_2.fastq.gz,auto
SRR22259212,fastq/SRR22259212_1.fastq.gz,fastq/SRR22259212_2.fastq.gz,auto
SRR22259213,fastq/SRR22259213_1.fastq.gz,fastq/SRR22259213_2.fastq.gz,auto
SRR22259214,fastq/SRR22259214_1.fastq.gz,fastq/SRR22259214_2.fastq.gz,auto
SRR22259215,fastq/SRR22259215_1.fastq.gz,fastq/SRR22259215_2.fastq.gz,auto
SRR22259216,fastq/SRR22259216_1.fastq.gz,fastq/SRR22259216_2.fastq.gz,auto
SRR22259217,fastq/SRR22259217_1.fastq.gz,fastq/SRR22259217_2.fastq.gz,auto
SRR22259218,fastq/SRR22259218_1.fastq.gz,fastq/SRR22259218_2.fastq.gz,auto
SRR22259219,fastq/SRR22259219_1.fastq.gz,fastq/SRR22259219_2.fastq.gz,auto
SRR22259220,fastq/SRR22259220_1.fastq.gz,fastq/SRR22259220_2.fastq.gz,auto
SRR22259221,fastq/SRR22259221_1.fastq.gz,fastq/SRR22259221_2.fastq.gz,auto
SRR22259222,fastq/SRR22259222_1.fastq.gz,fastq/SRR22259222_2.fastq.gz,auto
SRR22259223,fastq/SRR22259223_1.fastq.gz,fastq/SRR22259223_2.fastq.gz,auto
SRR22259224,fastq/SRR22259224_1.fastq.gz,fastq/SRR22259224_2.fastq.gz,auto
SRR22259225,fastq/SRR22259225_1.fastq.gz,fastq/SRR22259225_2.fastq.gz,auto
SRR22259226,fastq/SRR22259226_1.fastq.gz,fastq/SRR22259226_2.fastq.gz,auto
SRR22259227,fastq/SRR22259227_1.fastq.gz,fastq/SRR22259227_2.fastq.gz,auto
SRR22259228,fastq/SRR22259228_1.fastq.gz,fastq/SRR22259228_2.fastq.gz,auto
SRR22259229,fastq/SRR22259229_1.fastq.gz,fastq/SRR22259229_2.fastq.gz,auto
